Title,Podficcer,Author,Ship,Link
All the Soul-and-Body Scars ,BurningAurora,1point21,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/29Khi53wtOo9NuuSHcIgUY?si=ac49eb7170654a86"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All the Soul-and-Body Scars - TTS,BurningAurora,1point21,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/46728979"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
All the Young Dudes,Aitana,MsKingBean89,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/show/7HkXo8ylxrAFp1NvrtX0nO?si=daafbb8cbab64e2d"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All the Young Dudes,Azalea,MsKingBean89,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/1jrVNEaHbhOVlPovBwo712?si=ebd6aa2b7a314d69"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All the Young Dudes,Connor!!,MsKingBean89,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/5FjNd8IIFTZXeOAIv80CKk?si=2eb59be36ebf479e"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All the Young Dudes,fanficreads,MsKingBean89,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/7CXAt81NK8zvbRl0CmEghS?si=d76c4203bfaf472d"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All the Young Dudes,Fleur's Upload,MsKingBean89,Sirius Black/Remus Lupin,"<a href=""https://www.youtube.com/watch?v=y27XEwCYK4U&list=PL4w1LsbvNqRRX0qmujbYEdcvSQyw471JC&ab_channel=Fleur%27suploads"" target=""_blank""><img src=""./imgs/default.png"" alt=""default"" class=""link_icon""></a>"
All the Young Dudes,James,MsKingBean89,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/12T1TwWuh4ntNcBRgOU4oQ?si=f92ad6cbaac540a8"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All the Young Dudes,Jared.Shaughnessy,MsKingBean89,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/5WBzJ5wZcNI5gZPzlVXsaR?si=365041688b9c4e45"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All the Young Dudes,lucymacleann,MsKingBean89,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/1TI6eocaklpbukd6DgqdcY?si=375b480f77474f46"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All The Young Dudes - Sirius' Perspective,atyd.sirius,Rollercoasterwords,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/4jCZ0yZUGcqyeXmJyahJ4j?si=54e0d4c3199742a8"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All The Young Dudes - Sirius' Perspective,Emily,Rollercoasterwords,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/6gVlslh8wOFWNLUy1vwtcM?si=c9e80618dd1f4a35"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All The Young Dudes - Sirius' Perspective,Kayla,Rollercoasterwords,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/show/4B7hec8FDjOVymn3GhcNjf?si=69eedd2c14b64d3a"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All The Young Dudes - Sirius' Perspective,Sylvester,Rollercoasterwords,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/show/5qB5NX9iz1OAAFZmtUhSRv?si=9ee7c472b65f4aad"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All The Young Dudes & ATYD Sirius Perspective,Indigenous Baddies,"MsKingBean89, Rollercoasterworlds",Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/29gupdbvPF6XH8Gc4mLo9Q?si=59e46dc9cc984726"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
"All The Young Dudes: prologue, extra chapters, Sirius Perspective",Gili Avitan,"MsKingBean89, Rollercoasterwords",Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/1S6DDjVJjomLGfYtYQSkvI?si=22059513c9ad4030"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All Things Considered,sk lee,claggart,Harry Potter/Severus Snape,"<a href=""https://www.audiofic.jinjurly.com/all-things-considered"" target=""_blank""><img src=""./imgs/default.png"" alt=""default"" class=""link_icon""></a>"
All Tied Up,seeking_semperfiona,writcraft,Pansy Parkinson/Ginny Weasley,"<a href=""https://archiveofourown.org/works/16029680"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
All You Want,Dramione Audio Fics,SenLinYu,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/6qACrajNedXtKTsrCxFcWs?si=c3ee5f51c830498d"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
All Yours,The Dramione Archives,sweetestsorrows,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/0cee7FAXSc5OhJDgz5dWpr?si=7678b29bcb234de0"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Allergies,picascribit,picascribit,Minerva McGonagall,"<a href=""https://archiveofourown.org/works/939806"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Allotted Portions,sisi_rambles,kangeiko,"Arthur Weasley, Cornelius Fudge","<a href=""https://archiveofourown.org/works/21812650"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Almost Enough,starduchess,alisanne,Harry Potter/Severus Snape,"<a href=""https://www.audiofic.jinjurly.com/almost-enough"" target=""_blank""><img src=""./imgs/default.png"" alt=""default"" class=""link_icon""></a>"
"Almost, At Times, The Fool",sk lee,somniesperus,Harry Potter/Severus Snape,"<a href=""https://www.audiofic.jinjurly.com/almost-at-times-fool"" target=""_blank""><img src=""./imgs/default.png"" alt=""default"" class=""link_icon""></a>"
Aloe You Vera Much,inmyownlittle_podfic_corner,pandora_rose_xo,Neville Longbottom/Ron Weasley,"<a href=""https://archiveofourown.org/works/45174871"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Along Came Potter,smirkingcat,huldrejenta,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/27918550"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Alpha and Omega,fire_juggler,the_gubette,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/398019"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Altered State,Dark Desires Fanfiction Readings,Ginnyruin,Hermione Granger/Tom Riddle,"<a href=""https://open.spotify.com/episode/6Sj6KU1TsjxCwZG5rd7KyK?si=291677a6b76843ae"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Alway Mine,EllaMcSmellBella,SamadiW,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/57eiKWeOtsTPlYT58FaNbG?si=6bab123b6eb54066"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Always Already,Aibidil,aibidil,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/44153668"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Ambergris,sisi_rambles,hapaxlegomena,Remus Lupin/James Potter,"<a href=""https://archiveofourown.org/works/908799"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Ambiguity,Cailynwrites,Vermin_Disciple,Sybill Trelawney,"<a href=""https://archiveofourown.org/works/54351721"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
amid this warm and steady sweetness,roseszain,warmfoothills,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/40337988"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Amor Vincit Omnia,Paper Crane Audiobooks,Twin_Flame_Blues,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/0R3Gp7FzbStrpfCSIOFBvr?si=53edbcafa7854971"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Amortentia,JocundaSykes,Avioleta,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/36101479"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Amortentia,Draco Malfoy Podfics,fallingforfictionalcharacterss,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/0qDWQgMfAmWRd6uTSGQ06O?si=7tg0vnZPQR2GicWpyXds7A"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
An Alluring Ascent Into Ardor: one shots compilation,ETL_Echo_Audiobooks,"HeyJude19, mightbewriting, niffizzle",Everyone,"<a href=""https://archiveofourown.org/works/45867784"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
An Angel Snogging A Devil,EllaMcSmellBella,starrnobella,Hermione Granger/Theodore Nott,"<a href=""https://archiveofourown.org/works/50385415"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
An Apple A Day,ViolaMoon,ViolaMoon,Hermione Granger/Draco Malfoy,"<a href=""https://soundcloud.com/user-754693218/an-apple-a-day"" target=""_blank""><img src=""./imgs/soundcloud.png"" alt=""soundcloud"" class=""link_icon""></a>"
An Auror Error,lastontheboat,fluxweed,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/35193604"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
An Explicit Truth,xinasvoice,xinasvoice,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/27462079"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
An Inconvenient Flutter,EllaMcSmellBella,niffizzle,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43785124"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
An Inexplicable Promise,SilverMiss Fanfiction,,Hermione Granger/Remus Lupin,"<a href=""https://open.spotify.com/episode/5SrZN1pJzsOqmsvysymUpL?si=d083d1dc4dd640bf"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
an infusion of bitterness,kitartpods,Tavina,Petunia Evans Dursley & Lily Evans Potter,"<a href=""https://archiveofourown.org/works/46974283"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
An Occasional Fallacy,EllaMcSmellBella,In_Dreams,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41703897"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
An Unexpected Guest,"eafay70, Jellyfishgalaxies, JocundaSykes, peasina, Ravin, Rindle, sisi_rambles, sunlightsymphony, with (bluedreaming)",Nabielka,Edmund Pevensie/Tom Riddle,"<a href=""https://archiveofourown.org/works/36231178"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
An Unexpected Reunion - TTS,BurningAurora,R33sesPieces,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/1FRpczYEhozzONjQzWIla7?si=371931d0c9f64ab3"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
An Unlikely Series,The Dramione Archives,happy_valley,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/53jF2crf1hBbT9PtrpQ0rJ?si=501b68a5abba458f"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
And An Owl Named Romeo,fire_juggler,Rickey,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/309295"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
And Draco Makes Four,EllaMcSmellBella,drarryruinedme7,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/51169363"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
And I Know the Spark,Sandstripe,firethesound,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/26230021"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
And We Are But Actors,seeking_semperfiona,alafaye,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/16527170"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
And when I come home,"Owl_Postmaster, smirkingcat",deliciousblizzardshark,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/43896405"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Andrew, 38",JocundaSykes,hippocrates460,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/22802872"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Anything But Ordinary,bonibaru,bonibaru,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/52409281"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Apple Pies and Other Amends,EllaMcSmellBella,ToEatAPeach,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/40842849"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Apple Pies and Other Amends,ETL_Echo_Audiobooks,ToEatAPeach,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/44802251?view_adult=true"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Après Ski,EllaMcSmellBella,scullymurphy,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43425012"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Arcadian Sunset,luckytiger96,BlackStarGazer,Regulus Black/James Potter,"<a href=""https://archiveofourown.org/works/51339139/chapters/129724627"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Arctic Wolf ,ETL_Echo_Audiobooks,sodamnrad ,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43756981"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Ardent Bonds,ETL_Echo_Audiobooks,Musyc,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/38195155"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Are You Gonna Go My Way? ,EllaMcSmellBella,tygermine,Hermione Granger/Blaise Zabini,"<a href=""https://archiveofourown.org/works/43341309"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Art Heist, Baby",YourMomsLibrary,otrtbs,Regulus Black/James Potter,"<a href=""https://open.spotify.com/show/5FrNCSWE0k8osTVOgvFd7G?si=dade3586270a4849"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
"Art Heist, Baby",zebrastripes365,otrtbs,Regulus Black/James Potter,"<a href=""https://open.spotify.com/episode/4UoE26pwlvsAhyt2f26UcW?si=03ed9a8dac0d4b71"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
"Art Heist, Baby!",peaceinpanem,otrtbs,Regulus Black/James Potter,"<a href=""https://archiveofourown.org/works/48641419/chapters/122698387"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Arthur and the Lust Leaks: Part 1, Kiss on cheek: one galleon",sweaters_in_the_summer,magpie_fngrl,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/48134230"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Arthur and the Lust Leaks: Part 2, The Full Monty",sweaters_in_the_summer,magpie_fngrl,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/47444920"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
As Clever Does,Magic_Enough,igrockspock,"Horace Slughorn, Seamus Finnigan, Pansy Parkinson, Luna Lovegood","<a href=""https://archiveofourown.org/works/18590653"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
