Title,Podcaster,Author,Chapters,Status,Time,Ship or Main Character,Link,Spotify/stream,Third Link,FANDOM NAME,,Date Podfic Published/Updated,Date Fic Published,,SHIP NAME,Ship or Main Character,COUNTA of Ship or Main Character
Colourblind,LesRevolutionnaires,Someone_aka_Me,oneshot,complete,0-15 mins,Draco Malfoy/Charlie Weasley,https://archiveofourown.org/works/12985890,,,,,,,,,,
Come For Me,Queenie_Mab,Frayach,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/2587298,,,Drarry,,,,,,,
"Come Home, Curse-Breaker",dreaminghour,dreaminghour,oneshot,complete,0-15 mins,Fleur Delacour/Bill Weasley,https://archiveofourown.org/works/32069623,,,,,,,,,,
come take a sip,wilfriede0815,nanneramma,oneshot,complete,0-15 mins,Celestina Warbeck/Ginny Weasley,https://archiveofourown.org/works/50272810,,,,,,,,,,
Come to Me,"ETL_Echo_Audiobooks, morriganmercy, Roseheira",morriganmercy,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/47489731,,,Dramione,,,,,,,
Come with me?,ununquadius,ununquadius,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/32995549,,,Drarry,,,,,,,
Coming Across a Silver Moon - TTS,BurningAurora / Wolfstar Podfics,sliebman10,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/48866206,https://open.spotify.com/episode/6RvyhxfeHP8gu5fnwD6UVN?si=8d8ecc0522294e89,,Wolfstar,,,,,,,
Coming Around,FanficTalk Podfics,Magnifique,oneshot,complete,0-15 mins,Nymphadora Tonks,,https://open.spotify.com/episode/4giTpBUVgA8jo15l2IYQij?si=PshcNWQPQuW6ecpy3iHoYA,,,,,,,,,
commit this to memory,"Beatificbean, ETL_Echo_Audiobooks",skitter,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41115696,,,Dramione,,,,,,,
Common Ground,EllaMcSmellBella,tofadeawayagain,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41703831,https://open.spotify.com/episode/156yUfb5vBQ2d25y2Zw7J6?si=b1289b782cce4fc4,,Dramione,,,,,,,
Common Ground,"Cailynwrites, ETL_Echo_Audiobooks",Kyonomiko,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/43513084,,,Dramione,,,,,,,
"Common Spaces, Empty Places","ETL_Echo_Audiobooks, Hoplittlecrocodile",senlinyu,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41138973,,,Dramione,,,,,,,
Common Woodbrown,RevolutionaryJo,imochan,3 of 3,complete,1-5 hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/12120825,,,Wolfstar,,,,,,,
Communication is Key,JocundaSykes,dragons_and_angels,oneshot,complete,0-15 mins,"Minerva McGonagall, Severus Snape, Gilderoy Lockhart",https://archiveofourown.org/works/55951723,,,,,,,,,,
"concerned, worried, desperate",EvAEleanor,onbeinganangel,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archive.org/details/concerned-worried-desperate-podfic,,,Drarry,,,,,,,
Conduct (Un)Becoming,JocundaSykes,Leela,oneshot,complete,0-15 mins,Kingsley Shacklebolt/Charlie Weasley,https://archiveofourown.org/works/36297412,,,,,,,,,,
Confessions,dreaming_athena,arishako,oneshot,complete,15-60 mins,Luna Lovegood/Ginny Weasley,https://www.audiofic.jinjurly.com/confessions,,,Linny,,,,,,,
Confidence and Insecurity,smirkingcat,tryslora,oneshot,complete,0-15 mins,Luna Lovegood/Ginny Weasley,https://smirkingcat.livejournal.com/41155.html,,,Linny,,,,,,,
Consider the Daffodil,"Anaxandria, EvAEleanor",Janieohio,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/33606112,,,Drarry,,,,,,,
Consider This Goodbye,mizsphinx,alley_skywalker,oneshot,complete,0-15 mins,Draco Malfoy/Pansy Parkinson,https://hp-podfic-fest.livejournal.com/25186.html,,,Dransy,,,,,,,
Consolation Prize,picascribit,picascribit,oneshot,complete,15-60 mins,Regulus Black/Severus Snape,https://archiveofourown.org/works/930580,,,,,,,,,,
Constant Vigilance,lastontheboat,fluxweed,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/27803902,,,Drarry,,,,,,,
Constellation Prize,Kristinabird,Andithiel,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/28653591,,,Drarry,,,,,,,
"consumed, obsessed, and attached","Beatificbean, ETL_Echo_Audiobooks",senlinyu,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41138451,,,Dramione,,,,,,,
Contempt,MrVillain,danpuff,oneshot,complete,1-5 hours,Harry Potter/Severus Snape,https://archiveofourown.org/works/43066038,,,Snarry,,,,,,,
continue (for now and ever after),"Cailynwrites, JocundaSykes, Kittona, Ravin",leftsidedown,oneshot,complete,0-15 mins,Luna Lovegood/Pansy Parkinson,https://archiveofourown.org/works/56264620,,,,,,,,,,
Contracts with a Side of Pancakes,TrillbySkinner,asongstress1422,20 of 21,in progress,in progress,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/52790992,,,Dramione,,,,,,,
Contretemps,sweaters_in_the_summer,Moonflower_Rose,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/55959844,,,,,,,,,,
Convergence on a Winter Night,Cailynwrites,inmyownlittlecorner,oneshot,complete,15-60 mins,Severus Snape/Ted Tonks,https://archiveofourown.org/works/51957802,,,,,,,,,,
Cool Hand Granger,"Cailynwrites, ETL_Echo_Audiobooks",PacificRimbaud,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41814819,,,Dramione,,,,,,,
cotyledon,SumthinClever,icarusinflight,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/38661138,,,Drarry,,,,,,,
count your blessings not your sins,MTKiseki,RenderedReversed,oneshot,complete,0-15 mins,Harry Potter/Tom Riddle,https://archiveofourown.org/works/9668489,,,Tomarry,,,,,,,
Covenant,perverse_idyll,AuctaSinistra,oneshot,complete,1-5 hours,Harry Potter/Severus Snape,https://archiveofourown.org/works/4271883,,,Snarry,,,,,,,
Cover,"JocundaSykes, Kittona, Ravin",hermioneclone,oneshot,complete,0-15 mins,Astoria Greengrass/Luna Lovegood,https://archiveofourown.org/works/56262361,,,,,,,,,,
Craig is Stuck Here,wevvittyy,wevvittyy,oneshot,complete,0-15 mins,Craig Bowker Jr./Scorpius Malfoy,https://archiveofourown.org/works/33393877,,,,,,,,,,
Creatures Magical and Imaginary,"Cailynwrites, JocundaSykes, Kittona",mouldy_voldy,oneshot,complete,0-15 mins,Luna Lovegood/Pansy Parkinson,https://archiveofourown.org/works/56265778,,,,,,,,,,
Criminal,Melcarrianna,The_Sinking_Ship,25 of 25,complete,10+ hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/39616749,,,Drarry,,,,,,,
Crimson Neon,bumblingbees,xanthippe74,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/46209298,,,Drarry,,,,,,,
Crimson Rivers,clara,zeppazariel,8 of 75,in progress,in progress,Regulus Black/James Potter,,https://open.spotify.com/episode/54k5B3Z1goT8bmX7vg0YEe?si=ee3365925a934a5c,,Jegulus,,,,,,,
Crimson Rivers,Laura,zeppazariel,1 of 75,in progress,in progress,Regulus Black/James Potter,,https://open.spotify.com/episode/5SuVwH8uS73CiQRrO9dG0u?si=f66757d22e5f41d7,,Jegulus,,,,,,,
Crimson Rivers,anoaudio,zeppazariel,28 of 75,in progress,in progress,Regulus Black/James Potter,https://www.youtube.com/@anoaudio/videos,,,Jegulus,,,,,,,
Crookshanks and the Worst Weekend,Paper Crane Audiobooks,Aneiria,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/55582519,https://open.spotify.com/episode/4UD4bvX9XK5OT3jfhK4Bi4?si=82491beeb4cc4591,,Dramione,,,,,,,
crossing the line,Rindle,fleurting,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/38885958,,,Drarry,,,,,,,
"Crossing the World, as Friends do the Seas",Kaiinbed,7iris,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin/Severus Snape,https://archiveofourown.org/works/55093261,https://open.spotify.com/episode/34RjJdxDxxbXnxkaMAjJKe?si=e102690b08824481,,,,,,,,,
Crowns of glory,quaetzalcoatl,EternalSheWolf,oneshot,complete,0-15 mins,Victoire Weasley,https://archiveofourown.org/works/38805882,,,,,,,,,,
Crumbling Bricks,M+G Readings (M+G Bonus Readings),caitlincheri28,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/5I3WUjkQIzHfhjt3Xu8aNB?si=059cd5b2516f4ce4,,Dramione,,,,,,,
Crux Fidelis,inmyownlittle_podfic_corner,inmyownlittlecorner,oneshot,complete,0-15 mins,Weasley Family,https://archiveofourown.org/works/54730174,,,,,,,,,,
Crying For The Day,JocundaSykes,hermioneclone,oneshot,complete,0-15 mins,Astoria Greengrass/Luna Lovegood,https://archiveofourown.org/works/56265112,,,,,,,,,,
Cultural Disconnect in the Highlands,blackglass,mercredigirl,oneshot,complete,0-15 mins,Cho Chang/Cedric Diggory,https://archiveofourown.org/works/3648642,,,,,,,,,,
Cunnilingus Totalus,FanFixation (SequesteredAudio),scullyvasan,8 of 8,complete,1-5 hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/55618876,https://open.spotify.com/episode/7d19GoSB1rOohGwoN9pxBm?si=d80e610b32ab4677,,Dramione,,,,,,,
curiouser and curiouser,sylvaine,byblythe,oneshot,complete,0-15 mins,Hermione Granger,https://archiveofourown.org/works/2681504,,,,,,,,,,
Curly Girls,"analise010, Night_Inscriber, RsCreighton",starrika,oneshot,complete,0-15 mins,Hermione Granger,https://archiveofourown.org/works/29598153,,,,,,,,,,
Cursed,M+G Readings,Lucid,6 of 6,complete,1-5 hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/7qyPjYSlmKeFSegW6jWCoU?si=8ecd875702e94c4f,,Dramione,,,,,,,
Da Capo - TTS,BurningAurora / Wolfstar Podfics,ImpishTubist,oneshot,complete,1-5 hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/43536402,https://open.spotify.com/episode/2SOGhrnXCBplQZNC1KsHxj?si=gd12vjzNRxGyUAS-4fbwFg,,Wolfstar,,,,,,,
da mi basia mille,"BurningAurora, ashata, Wolfstar Tales",scioscribe,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/44985577,https://open.spotify.com/episode/5mBJVttEJz4qfSKUDEchyn?si=9rO0iCs3T_CFExE1GgqHKw,,Wolfstar,,,,,,,
Dabble in Drabble: Be Strong,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Hermione Granger,,https://open.spotify.com/episode/3o4CkAepnxREIK0h4QCh14?si=227c7909298d401a,,,,,,,,,
Dabble in Drabble: Becoming,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Pansy Parkinson,,https://open.spotify.com/episode/3juyGtvsv5YdbWJKgkgXTJ?si=7cf4653b2604416f,,,,,,,,,
Dabble in Drabble: Challenge Reality,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Regulus Black,,https://open.spotify.com/episode/2DN2Uw2pynfpaIOIJVp72J?si=4674fab604eb485b,,,,,,,,,
Dabble in Drabble: Core of Iron and of Steel,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Original Female Character,,https://open.spotify.com/episode/595Cwwze6NvNPhWI8XmbQk?si=2e02402bd9e44123,,,,,,,,,
Dabble in Drabble: Great Attitude,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Rose Granger-Weasley,,https://open.spotify.com/episode/6cFTi2g0bLOqFqz0eNLUYo?si=79cee2d4926c401d,,,,,,,,,
Dabble in Drabble: Memory to Art,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Lavender Brown,,https://open.spotify.com/episode/1kaz43TzbZmExVWHszTBdK?si=096fa2025cef43ce,,,,,,,,,
Dabble in Drabble: Old Wizard Stamina,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Arthur Weasley/Molly Weasley,,https://open.spotify.com/episode/3iEwKGJ42Qz0ndK28WrGgl?si=2513f293bfaf4f98,,,,,,,,,
Dabble in Drabble: The Blood Order,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Unnamed character,,https://open.spotify.com/episode/24aEvacR8iKrvFmrfOi03s?si=4d58250b754b4b04,,,,,,,,,
Dabble in Drabble: The Final Dare,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,James Potter/Lily Evans Potter,,https://open.spotify.com/episode/4Jm4Cjn7Y1uXEvfPxKkqpP?si=4cf2fee78675415a,,,,,,,,,
Dabble in Drabble: The Wrath of a Unicorn,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Original Character,,https://open.spotify.com/episode/4cge3oDfYO2p3ox09gFaRj?si=5066239329ff4f0f,,,,,,,,,
Dabble in Drabble: Tomorrow's Eyes,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Sirius Black,,https://open.spotify.com/episode/38jFDTiCgP7TFQ2wxke49q?si=60c441e343024c14,,,,,,,,,
Dabble in Drabble: Undesirable,FanficTalk Podfics,shadowycorner,oneshot,complete,0-15 mins,Zacharias Smith,,https://open.spotify.com/episode/3cIpyLAK6BBDLnRkehdEOD?si=C_8tP4zeRUCrJS1GfaPTFg,,,,,,,,,
Daddy's Little Girl,teas_me,tryslora,oneshot,complete,1-5 hours,Neville Longbottom/Draco Malfoy/Lily Luna Potter,https://archiveofourown.org/works/590486,,,,,,,,,,
Daily Affirmations for Severus Snape,PleaseStopHerNow,"feind, velocishadow",oneshot,complete,0-15 mins,Severus Snape,https://archiveofourown.org/works/52963339,,,,,,,,,,
Damaged Goods,The Dramione Archives,slytherin_after_dark,50 of 50,complete,10+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/55108504,https://open.spotify.com/episode/6rXqfLHB87Ik2tkuytKA9U?si=3acd57d9476f477e,,Dramione,,,,,,,
Dance With Me,EllaMcSmellBella,Enigmaticrose4,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41703999,https://open.spotify.com/episode/2wdsdhnn02aMhaI3B5wjF7?si=9d72e9a605c8429a,,Dramione,,,,,,,
Dance With Your Fear,semperfiona,cdav,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/27284389,,,Drarry,,,,,,,
Dances with Ferrets,sisi_rambles,leigh_adams,oneshot,complete,0-15 mins,Draco Malfoy/Ginny Weasley,https://archiveofourown.org/works/2342579,,,Drinny,,,,,,,
"dancing bears, painted wings",EllaMcSmellBella,LovesBitca8,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/43407670,https://open.spotify.com/episode/1YTjK9D20ERmBSDKzFAeS7?si=5829beb4cc124269,,Dramione,,,,,,,
Dangers of the Deep,friki,ChibisUnleashed,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/34830091,,,Drarry,,,,,,,
Danse Macabre,Aspen_Gray,doshu,oneshot,complete,1-5 hours,Harry Potter/Tom Riddle,https://archiveofourown.org/works/41732394,,,Tomarry,,,,,,,
Dapper,fire_juggler,writcraft,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/6180571,,,Drarry,,,,,,,
Dark Anomalies,EllaMcSmellBella,Spork_in_the_Road,oneshot,complete,15-60 mins,Hermione Granger/Tom Riddle,https://archiveofourown.org/works/41780211,https://open.spotify.com/episode/0M9nyYCEPraGpw1LUTxcOJ?si=918914935adc44e5,,Tomione,,,,,,,
Dark Livestream,keitaro,Anna_Hopkins,1 of 26,in progress,in progress,Harry Potter/Tom Riddle,https://archiveofourown.org/works/52153540,,,Tomarry,,,,,,,
day after day (we still go on),kitartpods (kitsunerei88),xslytherclawx,oneshot,complete,0-15 mins,Neville Longbottom/Luna Lovegood,https://archiveofourown.org/works/55641940,,,,,,,,,,
Daylight: A Collection of Microfics,KRah18,Phoebe_Delia,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/41880729,,,Drarry,,,,,,,
Days of Hogwarts,Suetacular,Black Spell,oneshot,complete,0-15 mins,Original Characters,https://www.youtube.com/watch?v=gUoLt4KnGxA&pp=ygUNc25hcnJ5IHBvZGZpYw%3D%3D,,,,,,,,,,
Dead Man Walking,SerenaEW,Trueliarose,oneshot,complete,15-60 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/53614051,,,Snarry,,,,,,,
Deadheading the Odd Dahlia,"Cailynwrites, ETL_Echo_Audiobooks",peachpety,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/50179858,,,Drarry,,,,,,,
"Dear Cousin, Love Regulus",reveriepi,"LLAP115, XxTheDarkLordxX",7 of 7,complete,5+ hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/50537506,,,Drarry,,,,,,,
Dear Diary,Sandstripe,TeddyLaCroix,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/23711341,,,Drarry,,,,,,,
"Dear Diary, the Confessions of Draco Malfoy-Potter",The_Leafy_Sea_Dragon,The_Leafy_Sea_Dragon,31 of 31,complete,5+ hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/44228893,,,Drarry,,,,,,,
Dear Emmeline,FanficTalk Podfics,felpata_Lupin,oneshot,complete,0-15 mins,"Severus Snape, Emmeline Vance",,https://open.spotify.com/episode/2uSdxGC0pTtf98yX3WSi6O?si=1f6884ee627d4acb,,,,,,,,,
Dear Fandom,Ravin,Ravin,oneshot,complete,0-15 mins,Reader,https://archiveofourown.org/works/24517768,,,,,,,,,,
Dear Minnie,codeswitch,Niki,oneshot,complete,15-60 mins,Minerva McGonagall & Harry Potter,https://archiveofourown.org/works/7916686,,,,,,,,,,
Dearly Detested - TTS,BurningAurora / Wolfstar Podfics,Magnoliacrescentt,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/43930983,https://open.spotify.com/episode/1eiSP651rGCA9MuVGRC3Bs?si=F84Djlz7TBmxHJZjg4vCtA,,Wolfstar,,,,,,,
Death and Other Origin Stories,The Forbidden Forest,"houseofhebrideanblacks, Thestralsofspinnersend",24 of ?,hiatus,N/A,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/55uMSejwsJZdifaOpXxwYH?si=427862ea33fd47e5,,Wolfstar,,,,,,,
Death and the Boy,liketheriffle,esama,oneshot,hiatus,15-60 mins,Harry Potter & Tom Riddle,https://amplificathon.dreamwidth.org/1587705.html,,,,,,,,,,
Death by a Thousand Cuts,inmyownlittle_podfic_corner,a Thousand Cuts,oneshot,complete,0-15 mins,Fenrir Greyback/Lyall Lupin,https://archiveofourown.org/works/41689716,,,,,,,,,,
Deathbed Wishes,saraquel,fiery_flamingo,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://hp-podfic-fest.livejournal.com/28208.html,,,Dramione,,,,,,,
Decisions,JocundaSykes,Arsenic,oneshot,complete,0-15 mins,Kingsley Shacklebolt/Severus Snape,https://archiveofourown.org/works/36131758,,,,,,,,,,
Deep Breaths,Static_Whisper,hmweasley,oneshot,complete,0-15 mins,Neville Longbottom,https://archiveofourown.org/works/41985774,,,,,,,,,,
"Deep, Deeply",SEP FanFic Readings,vannminner,5 of 5,complete,1-5 hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/53868187,,,Dramione,,,,,,,
Deepwood Wreathing,KRah18,Anonymous,4 of 4,complete,1-5 hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/41619873,,,Wolfstar,,,,,,,
Defensive Measures,sisi_rambles,centaury_squill,oneshot,complete,0-15 mins,Severus Snape,https://archiveofourown.org/works/946215,,,,,,,,,,
Defining Accio,xinasvoice,anniesj,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/15963971,,,Wolfstar,,,,,,,
"Definitely, Maybe",Ellejabell,MagicGirlinaMuggleWorld,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/24302005,,,Drarry,,,,,,,
Déjà Brew,Rindle,the_interuniversal_geometer,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/39067485,,,Drarry,,,,,,,
Delta,"illutu, Rhea314",Fahye,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/21941320,,,Wolfstar,,,,,,,
Dépaysement,"ETL_Echo_Audiobooks, karma_cookie",setissma,3 of 3,complete,1-5 hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41116338,,,Dramione,,,,,,,
Desk Duty,wilfriede0815,mosylu,oneshot,complete,0-15 mins,Irma Pince,https://archiveofourown.org/works/47297836,,,,,,,,,,
Desk duty,DigiThorn/DigiReader,mosylu,oneshot,complete,15-60 mins,Madam Pince,https://www.youtube.com/watch?v=fWwCAZT0hMg&pp=ygUNc25hcnJ5IHBvZGZpYw%3D%3D,,,,,,,,,,
Detention,mistbornhero,Song,oneshot,complete,0-15 mins,Dolores Umbridge,https://archiveofourown.org/works/18254567,,,,,,,,,,
Detention,Draco Malfoy Podfics,fallingforfictionalcharacterss,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/5MjXlJRmRmkHsQ9Ipf0xd8?si=XEHnmS5gQXqJCB71qTI6Hw,,Dramione,,,,,,,
Detention.,MoondanceWithMe,EtherealTrail,oneshot,complete,15-60 mins,Severus Snape/Listener,https://archiveofourown.org/works/44845024,,,,,,,,,,
Détraquée,karma_cookie,Hystaracal,98 of 107,in progress,in progress,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/42821133,,,Dramione,,,,,,,
devil like me,UnholyCrowley,wheezykat,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/38910165,,,Drarry,,,,,,,
Devotion,sunflower_swan_pods,Dragonmoon9,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/42722583,,,Drarry,,,,,,,
